ath1_probe	FC_27_28_35_36_GSE576	Pvalue_27_28_35_36_down	Pvalue_27_28_35_36_up	FC_29_30_37_38_GSE576	Pvalue_29_30_37_38_down	Pvalue_29_30_37_38_up	FC_31_32_39_40_GSE576	Pvalue_31_32_39_40_down	Pvalue_31_32_39_40_up	FC_33_34_41_42_GSE576	Pvalue_33_34_41_42_down	Pvalue_33_34_41_42_up	ID	Annotation
257985_at	0.039	0.5799	0.3729	0.22	0.9318	0.0833	0.0776	0.5862	0.3017	-0.1138	0.217	0.8989	AT3G20810	transcription factor jumonji (jmjC) domain-containing protein
257986_at	0.1964	0.69	0.1181	-0.1829	0.1413	0.9398	-0.0501	0.3044	0.5769	-0.1619	0.1288	0.9303	AT3G20865	AGP40 (ARABINOGALACTAN-PROTEIN 40)
257987_at	-0.0142	0.5025	0.6695	-0.0044	0.5815	0.5824	-0.1216	0.2198	0.8678	-0.0296	0.434	0.7231	AT3G20740	FIE (FERTILIZATION-INDEPENDENT ENDOSPERM 1); nucleotide binding / transcription factor
257988_at	-0.0493	0.4291	0.7278	-0.0543	0.4607	0.7375	0.0343	0.6576	0.5213	-0.0237	0.4656	0.7196	AT3G20870	metal transporter family protein
257989_at	-0.0589	0.3017	0.6923	-0.1483	0.1945	0.8791	-0.1281	0.1935	0.854	-0.1343	0.1692	0.8556	AT3G19770	ATVPS9A (ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A)
257990_at	0.1652	0.903	0.2037	-0.0335	0.521	0.6719	-0.2707	0.0333	0.955	-0.0017	0.5246	0.6497	AT3G19860	basic helix-loop-helix (bHLH) family protein
257991_at	0.0619	0.6571	0.4269	0.0617	0.7498	0.3381	0.1092	0.7973	0.2733	0.132	0.8643	0.2468	AT3G19870	binding
257992_at	0.013	0.5014	0.4346	0.0183	0.6044	0.4818	0.1789	0.8363	0.125	-0.0052	0.5343	0.6765	AT3G19880	F-box family protein
257993_at	0.1438	0.8797	0.2289	0.0505	0.7636	0.4083	0.1901	0.9379	0.1466	0.2373	0.9353	0.0796	AT3G19890	F-box family protein
257994_at	0.0714	0.6458	0.3826	-0.0605	0.4272	0.7059	0.2233	0.7874	0.0839	0.3108	0.9873	0.0348	AT3G19920	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G64230.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44392.1)
257995_at	-0.2854	0.0217	0.705	-0.1165	0.2788	0.8658	0.0736	0.7475	0.3979	-0.1124	0.213	0.8342	AT3G19940	sugar transporter, putative
257996_at	-0.0232	0.5107	0.6971	-0.1625	0.1699	0.9104	-0.1728	0.1332	0.9433	-0.0568	0.3703	0.7975	AT3G19950	zinc finger (C3HC4-type RING finger) family protein
257997_at	0.1787	0.9132	0.1828	0.3078	0.9845	0.0291	0.2589	0.9745	0.0676	0.209	0.9407	0.1131	no_match	no_match
257998_at	-0.0216	0.4561	0.5619	0.2115	0.9232	0.1036	0.0215	0.6078	0.5389	-0.0327	0.4249	0.7209	AT3G27510	protein binding / zinc ion binding
257999_at	0.0945	0.8022	0.3387	0.3245	0.9877	0.032	0.1602	0.8814	0.1732	0.1354	0.7438	0.2019	AT3G27540	glycosyl transferase family 17 protein
258000_at	0.3307	0.9686	0.0425	0.0874	0.8379	0.3113	0.2184	0.8793	0.0814	0.0389	0.336	0.2709	AT3G28940	avirulence-responsive protein, putative / avirulence induced gene (AIG) protein, putative
258001_at	-0.0069	0.3409	0.4997	-0.4975	0.003	0.9989	-0.4537	0.0037	0.9989	-0.2063	0.0757	0.951	AT3G28950	avirulence-responsive protein-related / avirulence induced gene (AIG) protein-related
258002_at	-0.1348	0.202	0.8933	-0.5686	0.0016	0.9992	-0.3416	0.0168	0.983	-0.4521	0.0066	0.9966	AT3G28930	AIG2 (AVRRPT2-INDUCED GENE 2)
258003_at	0.0615	0.4392	0.3201	0.0241	0.5845	0.446	0.0568	0.5453	0.3254	-0.2044	0.0737	0.9449	AT3G29030	ATEXPA5 (ARABIDOPSIS THALIANA EXPANSIN A5)
258004_at	-0.1494	0.1891	0.9056	0.1641	0.876	0.1568	0.1788	0.8885	0.1581	-0.1856	0.1048	0.9229	AT3G29020	MYB110 (myb domain protein 110); DNA binding / transcription factor
258005_at	-0.0427	0.4143	0.6866	-0.4312	0.0068	0.998	-0.0233	0.5051	0.688	-0.2209	0.0612	0.96	AT3G19390	cysteine proteinase, putative / thiol protease, putative
258006_at	0.2669	0.9554	0.0794	-0.2168	0.0918	0.9412	-0.1265	0.2187	0.8954	0.1622	0.9169	0.1883	AT3G19400	cysteine proteinase, putative
258007_at	-0.0262	0.3994	0.6398	-0.2236	0.0861	0.965	-0.2356	0.0584	0.9691	-0.1116	0.2224	0.873	AT3G19420	phosphoric monoester hydrolase
258008_at	-0.1508	0.1177	0.69	0.1857	0.8841	0.1404	-0.1783	0.1066	0.8698	-0.0468	0.2867	0.5737	AT3G19430	late embryogenesis abundant protein-related / LEA protein-related
258009_at	-0.0062	0.4701	0.6087	0.134	0.8668	0.1861	-0.1909	0.0988	0.932	0.1002	0.813	0.3325	AT3G19440	pseudouridine synthase family protein
258010_at	0.1024	0.8075	0.3463	0.1548	0.899	0.1687	0.0681	0.7521	0.4183	0.1269	0.7823	0.2314	AT3G19300	protein kinase family protein
258011_at	0.2206	0.9282	0.098	0.1071	0.8662	0.2749	0.259	0.9745	0.0678	0.3353	0.9899	0.0266	AT3G19510	homeobox protein (HAT 3.1)
258012_at	0.0564	0.6959	0.4355	-0.0767	0.336	0.7419	-0.1737	0.1192	0.9192	0.1375	0.8821	0.2377	AT3G19310	phospholipase C
258013_at	0.078	0.482	0.2889	-0.0616	0.2495	0.4608	-0.2498	0.0517	0.979	-0.0998	0.2457	0.8678	AT3G19320	leucine-rich repeat family protein
258014_at	0.0857	0.7138	0.2909	0.123	0.8598	0.2223	0.0076	0.465	0.5095	0.1009	0.8213	0.3386	AT3G19330	polyadenylate-binding protein-related / PABP-related
258015_at	-0.0412	0.3757	0.69	-0.086	0.3522	0.7639	-0.0432	0.4463	0.7418	-0.0856	0.2889	0.8569	AT3G19340	sodium:dicarboxylate symporter
258016_at	-0.2894	0.0364	0.9668	-0.441	0.0064	0.9953	-0.0945	0.2887	0.8412	-0.0834	0.2762	0.8396	AT3G19350	polyadenylate-binding protein-related / PABP-related
258017_at	0.3905	0.4655	0.0244	-0.3697	0.0146	0.9936	-0.5717	0.0012	0.9996	-0.3261	0.0221	0.9876	AT3G19370	similar to transport protein-related [Arabidopsis thaliana] (TAIR:AT2G23360.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO47839.1); contains InterPro domain Protein of unknown function DUF869, plant (InterPro:IPR008587)
258018_at	0.1733	0.8192	0.1248	0.0601	0.6647	0.2927	-0.118	0.2229	0.8596	0.0553	0.5666	0.357	AT3G19500	ethylene-responsive protein -related
258019_at	-0.088	0.2958	0.8176	-0.1922	0.1216	0.9164	-0.0206	0.4961	0.6743	-0.206	0.0717	0.946	AT3G19470	F-box family protein
258020_at	0.037	0.6486	0.4618	0.0387	0.6928	0.4626	0.0854	0.792	0.3753	0.0405	0.6388	0.4999	AT3G19490	ATNHD1 (Arabidopsis thaliana Na/H antiporter 1); sodium:hydrogen antiporter
258021_at	0.0149	0.5412	0.486	-0.207	0.0947	0.8911	-0.1281	0.2126	0.8948	0.0739	0.7389	0.3983	AT3G19380	U-box domain-containing protein
258022_at	-0.0505	0.4025	0.7001	-0.0339	0.4911	0.6702	0.0196	0.5553	0.5178	-0.0512	0.3649	0.7604	AT3G19460	reticulon family protein (RTNLB11)
258023_at	-0.395	0.0103	0.9955	-0.0273	0.4489	0.6087	-0.0554	0.325	0.6634	-0.1243	0.1959	0.9129	AT3G19450	CAD4 (CINNAMYL ALCOHOL DEHYDROGENASE 4); cinnamyl-alcohol dehydrogenase
258024_at	-0.2696	0.0394	0.9277	0.0054	0.5106	0.4946	-0.0408	0.4513	0.7417	-0.0883	0.2489	0.764	AT3G19360	zinc finger (CCCH-type) family protein
258025_at	0.1914	0.8963	0.1544	0.7849	0.9998	0.0004	0.1508	0.7996	0.1668	0.3034	0.9471	0.0403	AT3G19480	D-3-phosphoglycerate dehydrogenase, putative / 3-PGDH, putative
258026_at	-0.0094	0.5503	0.6471	-0.2018	0.1081	0.9334	-0.0578	0.3897	0.7619	-0.0981	0.2235	0.8284	AT3G19290	ABF4 (ABRE BINDING FACTOR 4); DNA binding / transcription activator/ transcription factor
258027_at	-0.1499	0.1887	0.9107	-0.1584	0.1605	0.8165	-0.0946	0.2993	0.8527	-0.1517	0.1404	0.9284	AT3G19515	binding
258028_at	0.1027	0.8253	0.3384	0.1574	0.8901	0.1711	0.2967	0.9728	0.0431	0.1059	0.7958	0.2993	AT3G27473	DC1 domain-containing protein
258029_at	0.0371	0.6587	0.5079	-0.1006	0.3188	0.8224	-0.1488	0.1508	0.8585	0.0288	0.5884	0.5045	AT3G27580	ATPK7 (Arabidopsis thaliana serine/threonine-protein kinase 7); kinase
258030_at	-0.3909	0.0096	0.984	-0.1607	0.1759	0.9125	-0.1164	0.2059	0.8313	-0.219	0.0724	0.9593	AT3G27590	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G05095.1)
258031_s_at	0.1022	0.6971	0.2337	0.0733	0.7926	0.3659	0.0456	0.6954	0.4905	0.0755	0.7431	0.3909	AT3G27480;AT3G27490	[AT3G27480, DC1 domain-containing protein];[AT3G27490, DC1 domain-containing protein]
258032_at	-0.2479	0.0606	0.9352	-0.1669	0.1222	0.7836	0.0101	0.6003	0.585	0.1255	0.8657	0.2708	AT3G21170	F-box family protein
258033_at	0.0367	0.6789	0.5131	-0.1727	0.139	0.8633	0.1334	0.8581	0.2337	0.2991	0.9751	0.0419	AT3G21250	ATMRP6 (Arabidopsis thaliana multidrug resistance-associated protein 6)
258034_at	-0.2323	0.0674	0.9411	0.0841	0.7492	0.3276	-0.1314	0.1743	0.8149	-0.1511	0.1435	0.9215	AT3G21300	RNA methyltransferase family protein
258035_at	-0.0071	0.5501	0.6195	0.0552	0.6622	0.3826	0.0544	0.6583	0.4041	-0.0774	0.2994	0.8376	AT3G21180	ACA9 (autoinhibited Ca2+ -ATPase 9); calcium-transporting ATPase/ calmodulin binding
258036_at	-0.1525	0.1015	0.5912	-0.0236	0.4749	0.5745	0.1166	0.7922	0.2705	0.26	0.9581	0.0627	AT3G21210	protein binding / zinc ion binding
258037_at	0.0612	0.435	0.3281	-0.2824	0.0412	0.9846	-0.0306	0.3978	0.6096	-0.061	0.339	0.7621	AT3G21230	4CL5 (4-COUMARATE:COA LIGASE 5); 4-coumarate-CoA ligase
258038_at	-0.0158	0.4582	0.6408	-0.5146	0.0025	0.9991	-0.3815	0.0083	0.9888	-0.2767	0.034	0.9862	AT3G21260	GLTP3 (GLYCOLIPID TRANSFER PROTEIN 3); glycolipid binding / glycolipid transporter
258039_at	-0.3042	0.0305	0.9851	0.0738	0.6156	0.3215	-0.1887	0.0991	0.9005	-0.3258	0.0191	0.9941	AT3G21200	similar to hypothetical protein [Vitis vinifera] (GB:CAN79599.1); contains InterPro domain FMN-binding split barrel, related (InterPro:IPR009002)
258040_at	0.0253	0.6047	0.5549	0.0095	0.6409	0.5542	-0.0637	0.3439	0.749	-0.0283	0.43	0.695	AT3G21190	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G51630.1); similar to unknown [Populus trichocarpa] (GB:ABK93128.1); contains InterPro domain Protein of unknown function DUF246, plant (InterPro:IPR004348)
258041_at	0.0189	0.4922	0.5132	0.0413	0.7428	0.4468	0.0541	0.6311	0.3828	-0.0356	0.4175	0.7437	AT3G21175	ZML1 (ZIM-LIKE 1); transcription factor
258042_at	-0.1118	0.2292	0.7741	-0.3334	0.0219	0.9924	-0.2583	0.0458	0.9789	-0.0184	0.4628	0.6896	AT3G21310	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G51770.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45744.1); contains InterPro domain Protein of unknown function DUF266, plant (InterPro:IPR004949)
258043_at	0.0364	0.6632	0.5115	0.0152	0.5168	0.4334	0.049	0.6883	0.4724	0.024	0.6163	0.5778	AT3G21290	dentin sialophosphoprotein-related
258044_at	0.3076	0.9436	0.0591	-0.5542	0.0017	0.9995	-0.474	0.003	0.9991	-0.3596	0.0143	0.9942	AT3G21270	ADOF2 (Arabidopsis dof zinc finger protein 2); DNA binding / transcription factor
258045_at	0.1505	0.8249	0.2308	-0.1258	0.2539	0.8799	-0.2207	0.0731	0.9565	-0.1026	0.2364	0.8455	AT3G21280	UBP7 (UBIQUITIN-SPECIFIC PROTEASE 7); ubiquitin-specific protease
258046_at	-0.0483	0.4115	0.6745	0.126	0.884	0.2304	-0.0421	0.3487	0.6349	0.0774	0.7634	0.3959	AT3G21220	ATMKK5 (MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5); kinase
258047_at	0.419	0.9643	0.0236	-0.1547	0.1762	0.8853	0.1314	0.8774	0.2582	0.2214	0.9176	0.0946	AT3G21240	4CL2 (4-coumarate:CoA ligase 2); 4-coumarate-CoA ligase
258048_at	0.1325	0.7945	0.268	0.1917	0.8995	0.1084	0.0007	0.5257	0.5674	0.1063	0.8352	0.323	AT3G16290	EMB2083 (EMBRYO DEFECTIVE 2083); ATPase/ metallopeptidase
258049_at	0.3319	0.9869	0.0365	0.6037	0.9995	0.0018	0.5558	0.9988	0.0023	0.3382	0.9698	0.0292	AT3G16220	similar to RNA binding / catalytic [Arabidopsis thaliana] (TAIR:AT3G16230.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45862.1); contains InterPro domain Predicted eukaryotic LigT; (InterPro:IPR009210)
258050_at	0.0383	0.2725	0.2869	-0.0702	0.2727	0.5731	-0.0959	0.2692	0.8063	0.0571	0.6129	0.407	AT3G16200	similar to unnamed protein product [Vitis vinifera] (GB:CAO45864.1)
258051_at	-0.08	0.3391	0.8192	0.222	0.9528	0.0901	0.1818	0.9169	0.1454	0.1701	0.9248	0.173	AT3G16260	catalytic
258052_at	0.1973	0.8704	0.1473	-0.1033	0.3109	0.8381	-0.0346	0.4495	0.6914	0.0628	0.7328	0.4487	AT3G16190	isochorismatase hydrolase family protein
258053_at	0.0182	0.6018	0.5267	-0.1449	0.2119	0.9045	-0.0799	0.339	0.8284	-0.1179	0.2015	0.8982	AT3G16230	RNA binding / catalytic
258054_at	0.0707	0.7392	0.4285	0.0093	0.655	0.5562	0.0924	0.7503	0.33	0.1712	0.8724	0.1602	AT3G16240	DELTA-TIP (delta tonoplast integral protein); water channel
258055_at	-0.209	0.0522	0.6649	0.7627	0.9983	0.0013	0.1817	0.6438	0.0964	0.0482	0.6536	0.4753	AT3G16250	ferredoxin-related
258056_at	-0.1175	0.2482	0.877	0.075	0.7845	0.3042	0.0008	0.5625	0.5997	0.024	0.4147	0.3918	AT3G29010	catalytic
258057_at	0.0445	0.6928	0.4801	-0.0182	0.5267	0.6202	0.0036	0.5204	0.557	0.1505	0.8996	0.2105	AT3G28970	AAR3 (ANTIAUXIN-RESISTANT 3)
258058_at	-0.1217	0.2193	0.8682	-0.2279	0.0799	0.9517	0.0448	0.5927	0.4185	0.0212	0.6084	0.5856	AT3G28980	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G28810.1); contains InterPro domain Protein of unknown function DUF1216 (InterPro:IPR009605)
258059_at	-0.0399	0.4582	0.7207	0.0283	0.6228	0.4326	0.1596	0.8188	0.152	0.3113	0.9865	0.0351	AT3G29035	ANAC059/ATNAC3 (Arabidopsis NAC domain containing protein 59); protein heterodimerization/ transcription factor
258060_at	-0.1324	0.1942	0.8452	0.0366	0.6745	0.4132	-0.0395	0.3848	0.6524	-0.0926	0.268	0.8516	AT3G26030	ATB' DELTA (Arabidopsis thaliana serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta); protein phosphatase type 2A regulator
258061_at	0.211	0.9415	0.1277	-0.022	0.4516	0.5269	-0.0623	0.3094	0.6965	-0.0232	0.4397	0.6649	AT3G25910	zinc ion binding
258062_at	0.1475	0.8326	0.2351	-0.1041	0.3128	0.8437	-0.1576	0.1527	0.9146	0.0562	0.7233	0.4792	AT3G26000	F-box family protein
258063_at	0.0108	0.5568	0.5207	-0.099	0.1826	0.6042	-0.192	0.0922	0.9234	-0.644	0.0033	0.9782	AT3G14620	CYP72A8 (cytochrome P450, family 72, subfamily A, polypeptide 8); oxygen binding
258064_at	-0.1676	0.1528	0.9051	0.0245	0.6611	0.4911	0.2012	0.9278	0.1315	0.1848	0.9371	0.1473	AT3G14680	CYP72A14 (cytochrome P450, family 72, subfamily A, polypeptide 14); oxygen binding
258065_at	-0.0214	0.5048	0.6612	-0.2049	0.1002	0.8746	-0.1228	0.1679	0.7479	-0.11	0.2287	0.8788	AT3G25960	pyruvate kinase, putative
258066_at	0.2001	0.9236	0.1231	0.0667	0.7481	0.3131	-0.0826	0.2643	0.7508	0.0455	0.6184	0.461	AT3G25970	pentatricopeptide (PPR) repeat-containing protein
258067_at	0.0499	0.6851	0.4895	-0.046	0.4883	0.7124	-0.0025	0.5719	0.6339	0.1335	0.7611	0.2174	AT3G25980	mitotic spindle checkpoint protein, putative (MAD2)
258068_at	-0.0373	0.275	0.3841	-0.0345	0.3813	0.5286	-0.0808	0.3141	0.8075	-0.1834	0.1054	0.9404	AT3G25990	DNA-binding protein GT-1-related
258069_at	-0.0897	0.3159	0.8406	-0.1082	0.2694	0.8136	0.1105	0.8278	0.3062	-0.0923	0.2461	0.8378	AT3G26010	F-box family protein
258070_at	-0.1692	0.1534	0.9221	0.0539	0.7351	0.4129	0.0784	0.6858	0.3543	-0.0347	0.3984	0.7154	AT3G26040	transferase family protein
258071_s_at	0.2275	0.8965	0.0752	0.3913	0.9942	0.0122	0.5506	0.999	0.0023	0.292	0.9825	0.044	AT3G26080;AT3G26070	[AT3G26080, plastid-lipid associated protein PAP / fibrillin family protein];[AT3G26070, plastid-lipid associated protein PAP / fibrillin family protein]
258072_at	0.2034	0.9039	0.1199	-0.0963	0.334	0.8254	-0.1863	0.1106	0.9474	0.0757	0.7675	0.4085	AT3G26090	RGS1 (REGULATOR OF G-PROTEIN SIGNALING 1)
258073_at	-0.0807	0.2791	0.7621	-0.146	0.1929	0.8742	0.1304	0.8653	0.2523	-0.0669	0.2901	0.7463	AT3G25880	auxin-resistance protein, putative
258074_at	-0.1224	0.2295	0.8773	-0.0393	0.4836	0.6481	0.0812	0.7302	0.3657	-0.0442	0.3861	0.7366	AT3G25890	AP2 domain-containing transcription factor, putative
258075_at	-0.0529	0.4247	0.7654	0.0572	0.747	0.3505	0.2237	0.8883	0.0867	-0.0185	0.4385	0.6182	AT3G25900	ATHMT-1/HMT-1; homocysteine S-methyltransferase
258076_at	-0.1505	0.1749	0.8653	0.1459	0.8199	0.1989	0.0243	0.5932	0.5192	-0.1717	0.1203	0.9417	AT3G25920	RPL15 (ribosomal protein L15)
258077_at	0.5303	0.9682	0.0055	0.0744	0.6352	0.3031	0.1551	0.8942	0.2018	0.1719	0.7793	0.147	AT3G26110	similar to BCP1 (Brassica campestris pollen protein 1) [Arabidopsis thaliana] (TAIR:AT1G24520.1); contains domain PD015210 (PD015210)
258078_at	-0.1047	0.2204	0.7823	-0.1033	0.2835	0.7994	-0.3455	0.0136	0.9855	-0.1239	0.157	0.6712	AT3G25870	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G13360.1); similar to unknown [Populus trichocarpa] (GB:ABK92948.1)
258079_at	-0.0739	0.3641	0.8127	-0.01	0.5419	0.587	-0.1205	0.2305	0.8833	0.1038	0.8072	0.3189	AT3G25940	transcription factor S-II (TFIIS) domain-containing protein
258080_at	0.046	0.6857	0.4548	0.1092	0.8504	0.2749	0.034	0.5014	0.4217	0.022	0.5497	0.5196	AT3G25930	universal stress protein (USP) family protein
258081_at	-0.2832	0.038	0.9711	-0.0296	0.5256	0.668	-0.1226	0.2181	0.8686	-0.1206	0.1917	0.8928	AT3G26085	CAAX amino terminal protease family protein
258082_at	0.3512	0.9895	0.0254	0.2179	0.8822	0.0682	0.1293	0.8234	0.2339	0.2547	0.9359	0.0669	AT3G25905	CLE27 (CLAVATA3/ESR-RELATED 27); receptor binding
258083_at	0.3923	0.9917	0.0205	0.047	0.4425	0.2096	-0.0505	0.4208	0.7625	-0.032	0.3752	0.6688	AT3G25855	metal ion binding
258084_at	0.2237	0.8041	0.1164	-0.0558	0.3164	0.5182	-0.1132	0.2504	0.8812	0.1391	0.8802	0.2371	AT3G26020	serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B', putative
258085_at	0.1915	0.9241	0.1617	-0.1388	0.2169	0.8667	-0.1996	0.0952	0.9588	0.0545	0.7107	0.477	AT3G26100	regulator of chromosome condensation (RCC1) family protein
258086_at	-0.1719	0.1471	0.9358	0.0251	0.6383	0.4363	0.1501	0.8829	0.2043	-0.3031	0.0257	0.985	AT3G25860	LTA2 (PLASTID E2 SUBUNIT OF PYRUVATE DECARBOXYLASE); dihydrolipoyllysine-residue acetyltransferase
258087_at	-0.1806	0.1251	0.9104	0.3077	0.9637	0.044	-0.0584	0.3101	0.6532	-0.1171	0.2141	0.8954	AT3G26060	ATPRX Q; antioxidant/ peroxiredoxin
258088_at	0.2449	0.9498	0.0881	0.1573	0.9073	0.1433	0.3654	0.9834	0.0189	0.08	0.7574	0.3883	AT3G14580	pentatricopeptide (PPR) repeat-containing protein
258089_at	-0.3715	0.0133	0.9958	-0.1238	0.2246	0.8226	0.1563	0.8855	0.1961	-0.0365	0.375	0.6586	AT3G14740	PHD finger family protein
258090_at	0.0572	0.7287	0.4568	0.024	0.6897	0.4894	-0.0055	0.5467	0.6258	-0.0383	0.426	0.7594	AT3G14600	60S ribosomal protein L18A (RPL18aC)
258091_at	0.7129	0.811	0.0028	-0.634	0.0006	0.9998	-0.3064	0.0282	0.7529	-0.588	0.0013	0.9997	AT3G14560	unknown protein
258092_at	0.1051	0.797	0.3176	-0.2789	0.0441	0.9817	-0.2055	0.0868	0.9553	-0.072	0.3095	0.7816	AT3G14595	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G17080.1); similar to unknown [Populus trichocarpa] (GB:ABK95219.1); contains domain PTHR10052 (PTHR10052); contains domain PTHR10052:SF2 (PTHR10052:SF2)
258093_at	0.1886	0.8987	0.1665	0.079	0.7788	0.3505	-0.1409	0.188	0.9085	0.0239	0.5345	0.5004	AT3G14750	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G67170.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN63248.1)
258094_at	-0.0363	0.3901	0.6593	0.1254	0.7364	0.2197	-0.3895	0.0101	0.974	-0.3092	0.0247	0.9762	AT3G14690	CYP72A15 (cytochrome P450, family 72, subfamily A, polypeptide 15); oxygen binding
258095_at	0.1203	0.833	0.258	0.0361	0.4388	0.2956	0.0078	0.5638	0.5849	0.002	0.5098	0.6019	AT3G23610	dual specificity protein phosphatase (DsPTP1)
258096_at	0.1055	0.7848	0.3099	-0.207	0.1036	0.9476	-0.1848	0.1164	0.9506	-0.1975	0.0926	0.9413	AT3G23650	protein kinase-related
258097_at	0.0931	0.8089	0.3629	0.053	0.771	0.4049	0.0761	0.7636	0.3868	-0.0279	0.4155	0.6844	AT3G23660	transport protein, putative
258098_at	-0.0359	0.3983	0.6788	-0.0164	0.5791	0.6222	-0.0372	0.4334	0.6856	-0.0522	0.3392	0.7204	AT3G23670	KINESIN-12B/PAKRP1L; microtubule motor/ plus-end-directed microtubule motor
258099_at	-0.0985	0.286	0.7857	0.0004	0.6079	0.5747	0.0342	0.6726	0.5235	0.0233	0.6043	0.5712	AT3G23540	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G14290.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO71078.1); contains InterPro domain Alpha/beta hydrolase fold-1 (InterPro:IPR000073)
258100_at	0.0224	0.4461	0.3704	0.0043	0.4378	0.3929	0.2071	0.9468	0.1198	-0.4704	0.0058	0.9937	AT3G23550	MATE efflux family protein
258101_at	-0.2395	0.0691	0.9607	-0.02	0.5393	0.5916	0.0477	0.7021	0.4777	0.0482	0.6915	0.493	AT3G23590	RFR1 (REF4-RELATED 1)
258102_at	0.1428	0.7747	0.2365	-0.2241	0.0779	0.9132	-0.1338	0.2032	0.904	0.1683	0.9092	0.1726	AT3G23600	dienelactone hydrolase family protein
258103_at	-0.1299	0.2163	0.8865	0.1865	0.878	0.1295	0.1668	0.8708	0.1551	0.2937	0.9592	0.0456	AT3G23630	ATIPT7 (Arabidopsis thaliana isopentenyltransferase 7); transferase, transferring alkyl or aryl (other than methyl) groups
258104_at	-0.0454	0.4303	0.7516	0.0505	0.7333	0.3853	0.2296	0.9614	0.0959	0.101	0.7051	0.2831	AT3G23620	brix domain-containing protein
258105_at	-0.0114	0.5415	0.6565	0.0228	0.665	0.511	-0.1351	0.193	0.8899	0.0476	0.6842	0.5017	AT3G23605	UBX domain-containing protein
258106_at	-0.0866	0.3255	0.8001	0.1028	0.837	0.2668	0.0169	0.6117	0.5637	-0.1031	0.2116	0.8208	AT3G23580	RNR2/RNR2A (RIBONUCLEOTIDE REDUCTASE 2A); ribonucleoside-diphosphate reductase
258107_at	-0.0029	0.5516	0.645	0.1354	0.8585	0.1683	0.1287	0.8282	0.2532	0.079	0.6056	0.3145	AT3G23560	ALF5 (ABERRANT LATERAL ROOT FORMATION 5); antiporter/ transporter
258108_at	0.0635	0.7469	0.4436	-0.4039	0.0096	0.9967	-0.4532	0.0042	0.9982	-0.2555	0.0485	0.9747	AT3G23570	dienelactone hydrolase family protein
258109_at	0.1444	0.8729	0.2438	-0.1451	0.2065	0.8811	-0.273	0.0351	0.9815	-0.0528	0.3824	0.8002	AT3G23640	HGL1 (HETEROGLYCAN GLUCOSIDASE 1); hydrolase, hydrolyzing O-glycosyl compounds
258110_at	0.2212	0.9015	0.1237	0.3513	0.9907	0.024	0.106	0.7836	0.2772	0.4206	0.9967	0.0104	AT3G14610	CYP72A7 (cytochrome P450, family 72, subfamily A, polypeptide 7); oxygen binding
258111_at	-0.0641	0.3928	0.7796	0.0288	0.5618	0.4144	0.2146	0.949	0.1057	0.0329	0.6279	0.5232	AT3G14630	CYP72A9 (cytochrome P450, family 72, subfamily A, polypeptide 9); oxygen binding
258112_at	0.1797	0.8926	0.1401	0.1229	0.8739	0.2072	0.1105	0.7747	0.2838	0.1826	0.9106	0.1439	AT3G14640	CYP72A10 (cytochrome P450, family 72, subfamily A, polypeptide 10); oxygen binding
258113_at	-0.0246	0.3525	0.5848	0.262	0.9691	0.0645	0.175	0.8954	0.1602	0.2285	0.8881	0.0855	AT3G14650	CYP72A11 (cytochrome P450, family 72, subfamily A, polypeptide 11); oxygen binding
258114_at	-0.1069	0.0682	0.3298	0.809	0.9916	0.0011	0.1092	0.5348	0.1721	0.1112	0.2993	0.1055	AT3G14660	CYP72A13 (cytochrome P450, family 72, subfamily A, polypeptide 13); oxygen binding
258115_at	-0.1264	0.1727	0.8105	-0.2726	0.0464	0.9627	0.131	0.8308	0.2466	-0.0073	0.4956	0.6482	AT3G14670	unknown protein
258116_at	0.0166	0.5906	0.5785	0.0231	0.6754	0.5091	-0.2402	0.0416	0.7498	-0.0791	0.2289	0.7131	AT3G14520	terpene synthase/cyclase family protein
